account_id,contact_id,insurance_type
41893032,34438988,House Insurance
60377671,54455428,Car Insurance
53184680,47263566,House Insurance
43504298,51285473,Car Insurance
80009298,34514844,Car Insurance
53734477,83854021,Car Insurance
46124776,92757293,House Insurance
13536405,65696173,Car Insurance
80044828,74031928,Health Insurance
46952631,70191829,House Insurance
46974112,47111985,Health Insurance
75674308,57635161,Health Insurance
61729366,17921146,House Insurance
53911998,86589434,House Insurance
13646864,70187199,Health Insurance
54443253,59874667,Health Insurance
19047899,24247392,Car Insurance
29397941,21156002,House Insurance
26017631,86218236,House Insurance
99548555,62079252,Health Insurance
35230150,29182272,Health Insurance
35754774,63968225,Health Insurance
5118,82436372,Car Insurance
57046555,90568986,House Insurance
81609781,84383531,House Insurance
56662952,43926703,House Insurance
7037041,17862181,Car Insurance
35229211,22851640,Health Insurance
44107196,66340999,Health Insurance
94030407,14076088,Car Insurance
38252705,34480795,Car Insurance
2314104,20984974,House Insurance
2473081,73530957,House Insurance
2780756,88892106,Car Insurance
75767353,63353416,Car Insurance
32554833,64724814,House Insurance
52992788,17917911,Car Insurance
97140470,17566004,House Insurance
85074894,40943708,House Insurance
61141312,85328612,Health Insurance
92093470,3518841,House Insurance
82989156,39190025,Health Insurance
60416810,17850031,Car Insurance
4228251,89046252,Car Insurance
19591263,78142486,Health Insurance
51210912,89353397,House Insurance
39338021,5446774,Health Insurance
90133449,25430221,House Insurance
12159135,44644783,House Insurance
54541983,85867887,Car Insurance
8168323,13668368,House Insurance
30321792,16440881,House Insurance
77338533,6458713,Car Insurance
31568806,62232647,Car Insurance
63900250,20294341,Car Insurance
82275611,29248068,House Insurance
93493172,67835925,Car Insurance
61337543,42833752,House Insurance
50388097,94076429,Health Insurance
69248639,15776010,House Insurance
4934644,40404913,House Insurance
30798521,32742137,Health Insurance
20079117,4386045,Car Insurance
28318641,75127386,Health Insurance
46599394,23380986,Car Insurance
36154554,57880924,Car Insurance
4798147,20172423,House Insurance
58655480,29807428,Health Insurance
67403023,19375567,Health Insurance
73900702,62313691,Health Insurance
53380653,53942435,Health Insurance
63049229,1658609,Health Insurance
37470459,89456244,House Insurance
10128552,97702111,Health Insurance
36837973,33118176,House Insurance
66158113,70251578,House Insurance
90093023,49610924,Health Insurance
42259235,85927470,Health Insurance
24938482,29650883,House Insurance
96371689,92982398,Car Insurance
42222766,26437415,House Insurance
80234130,46420493,Health Insurance
30053658,9105218,House Insurance
69084407,73996756,Car Insurance
80384410,11978204,Car Insurance
49304308,19222618,House Insurance
45691626,48497284,Car Insurance
77272137,83578502,Health Insurance
65215942,49265135,Car Insurance
30139807,47944664,Car Insurance
83862498,91552435,Health Insurance
61259988,28291112,House Insurance
66514237,10862705,House Insurance
28080438,88504228,House Insurance
72768112,53071424,House Insurance
22431841,33328088,Car Insurance
68605289,19068312,House Insurance
35101577,59459817,Health Insurance
29437768,57743017,Car Insurance
65496985,5098610,House Insurance
77672965,98431886,House Insurance
51651162,38304141,House Insurance
27359647,68202842,Car Insurance
87165845,72413663,Car Insurance
43617549,43653460,Car Insurance
79158522,89839892,House Insurance
45810199,17488334,House Insurance
97715675,50159107,House Insurance
39673066,74079883,House Insurance
10057509,85760033,Car Insurance
54903772,24103390,House Insurance
63720375,62150662,House Insurance
61503634,8317210,Health Insurance
57955865,97424864,Health Insurance
84971336,26761029,House Insurance
14530778,30690857,House Insurance
18722073,77594623,Car Insurance
64770431,83463899,Health Insurance
60286947,45245457,House Insurance
46627247,66832839,House Insurance
31277796,86542387,Car Insurance
17665358,90318347,Health Insurance
54299653,71139089,House Insurance
48975715,37865497,House Insurance
76626904,79518373,Car Insurance
92398571,98375384,Health Insurance
66682709,8689329,Car Insurance
71338435,10481726,House Insurance
33507710,76162149,Health Insurance
46368948,91259828,Health Insurance
21928176,73086452,Health Insurance
2099115,70565093,House Insurance
70562889,42872524,House Insurance
80410062,6179001,House Insurance
39382908,66111814,Health Insurance
63097340,51546747,Health Insurance
27915445,69286824,Car Insurance
35667318,1068085,Health Insurance
25870322,22656186,House Insurance
19631043,44165582,Car Insurance
91002712,71028665,House Insurance
85305070,75394874,Health Insurance
13369784,71381609,House Insurance
73716705,15915209,Car Insurance
48209560,48690068,Car Insurance
46569643,21356586,Car Insurance
51035679,66382238,Health Insurance
91044446,50659704,House Insurance
66316265,28884527,Car Insurance
95716667,614225,Car Insurance
84523842,18149721,House Insurance
87886189,17325449,House Insurance
71259752,56338261,Health Insurance
46456821,42984906,House Insurance
50812805,22721345,Car Insurance
72194194,90145682,Car Insurance
49494852,8689329,House Insurance
10178720,48058832,Health Insurance
48613572,37238039,Car Insurance
47250582,18544114,House Insurance
4030252,28521189,House Insurance
72133614,53769516,Health Insurance
36618804,9911534,House Insurance
77101026,72232364,Car Insurance
37687733,97152835,Car Insurance
11802623,42125992,House Insurance
53759259,42282801,Car Insurance
81481883,99999188,Health Insurance
3971929,67966581,Car Insurance
24077735,23092053,Car Insurance
86449720,89548178,Health Insurance
78599301,83975698,Car Insurance
77021470,47644695,Health Insurance
43338875,47759706,House Insurance
47767569,94987460,Car Insurance
1862916,32124143,Car Insurance
34454150,33078434,House Insurance
62963728,14011665,Car Insurance
8657016,3129038,Car Insurance
48579346,96385445,Health Insurance
76423813,37927578,Car Insurance
89571682,62477243,Health Insurance
65204471,3864538,Health Insurance
15686653,41959956,Health Insurance
79632920,72814767,Car Insurance
20846104,36922200,Car Insurance
69233001,36962234,House Insurance
49515761,52000357,House Insurance
66477797,5678445,House Insurance
68142138,5283119,House Insurance
43233828,86156257,Health Insurance
71397313,59512650,Car Insurance
68318678,95880839,Car Insurance
68636315,91422583,Car Insurance
58279009,17657061,Car Insurance
39374181,54458134,House Insurance
70172962,24947508,Health Insurance
23469667,94881792,Car Insurance
78376224,64194188,Car Insurance
16528590,31819139,House Insurance
30256943,81106939,Health Insurance
95626454,44843541,House Insurance
54931303,3755823,Health Insurance
40582243,8043610,Health Insurance
56932886,16367015,Car Insurance
79344639,81194599,Health Insurance
44208715,3008980,Car Insurance
85870508,99353328,House Insurance
46100383,53276186,House Insurance
34987411,49221394,Car Insurance
12183870,99496353,Health Insurance
55288852,88813689,Car Insurance
99059058,70890483,House Insurance
58439155,89033618,Health Insurance
63231647,10133297,Car Insurance
60087010,46190048,House Insurance
48644023,88170988,Health Insurance
42325593,62528061,Health Insurance
58158811,739119,Health Insurance
96332139,70858628,Car Insurance
39879761,12151671,Car Insurance
81603035,19728359,House Insurance
60879639,89606601,Car Insurance
52952274,70296338,Health Insurance
21926906,43957511,Car Insurance
92635759,50421402,Car Insurance
92990572,96138614,Car Insurance
26488563,94801300,Health Insurance
63754527,3764724,Car Insurance
5786164,45923706,House Insurance
39907,6116671,House Insurance
15048801,73386579,Car Insurance
32324796,69734707,House Insurance
68768157,61432449,House Insurance
86716911,94724633,House Insurance
18190503,12928293,House Insurance
50438714,3672876,House Insurance
38492518,58023818,Car Insurance
19418943,50482783,Health Insurance
44883843,89260836,Car Insurance
43502528,94882555,Health Insurance
6972024,86582582,Car Insurance
18722850,80597098,Health Insurance
39899292,62529464,Health Insurance
22001182,59975216,Car Insurance
40533189,45043864,House Insurance
92860670,27724340,House Insurance
32921299,23221739,House Insurance
31897940,22258961,House Insurance
45241808,55737710,House Insurance
15017697,76731575,Car Insurance
49656020,53656828,Car Insurance
12704419,18677495,Car Insurance
49677559,30306163,Car Insurance
1925348,7866041,Car Insurance
95062149,23331645,Car Insurance
1053258,70486662,Health Insurance
41630016,72921644,House Insurance
20941307,67480655,House Insurance
90292910,52459226,Health Insurance
89398294,16921974,Health Insurance
6607140,36063219,Car Insurance
38177551,22041177,Health Insurance
3501335,95672658,Car Insurance
65746811,90393885,House Insurance
51401570,46102569,House Insurance
36950076,20762760,Health Insurance
96258416,31441605,Car Insurance
14526936,94866017,House Insurance
53752269,55039313,Health Insurance
58169907,67896733,Health Insurance
30708973,18566852,Health Insurance
23597538,81801288,Health Insurance
30477697,36202659,Car Insurance
36535265,6487997,Car Insurance
80567694,83273014,Health Insurance
1993347,28481830,Health Insurance
73077671,54419636,Car Insurance
72355770,28448277,Health Insurance
17807136,1273152,Health Insurance
78795155,88980809,Health Insurance
72567772,5738864,Car Insurance
87714779,93614206,Car Insurance
90259849,39476257,Health Insurance
33195362,89722267,Car Insurance
52821468,39463079,House Insurance
69927138,70974780,Health Insurance
9580418,3785536,Car Insurance
11261061,65115200,Car Insurance
43015166,65413150,House Insurance
32453958,64155942,House Insurance
95707937,2028923,House Insurance
68133331,98940265,Health Insurance
3914939,10327239,Car Insurance
29194117,37646018,Car Insurance
1238814,8968801,House Insurance
23636874,16429990,House Insurance
77460808,35873016,Health Insurance
45674705,98621977,Health Insurance
43354179,64706537,Car Insurance
2402416,38828263,Health Insurance
64487940,34415084,House Insurance
2505177,30206536,Health Insurance
70758038,10930063,Health Insurance
46745409,10784134,Health Insurance
96018801,24966361,House Insurance
90277599,97775469,Health Insurance
7383730,42667691,Health Insurance
63100852,27824321,Car Insurance
67803782,75404188,House Insurance
67901953,76080707,House Insurance
82192365,21345105,Health Insurance
85433860,99201653,Car Insurance
4080578,5101760,House Insurance
46423516,17296416,House Insurance
32320385,97347032,Health Insurance
34621380,80622892,House Insurance
65980150,23566102,House Insurance
20720033,75794302,Car Insurance
91171794,21390625,Health Insurance
31859415,78919993,House Insurance
81982729,85466745,Car Insurance
80183456,50547536,Health Insurance
76001299,99449261,Health Insurance
75077196,7104045,Health Insurance
96014052,44346468,House Insurance
19417778,5481796,Car Insurance
56315286,95627482,House Insurance
34288583,53277327,House Insurance
36283223,9921765,Car Insurance
18850350,35540065,Health Insurance
74273280,3703504,Health Insurance
9185005,8346303,House Insurance
56011239,99350173,Health Insurance
48387757,13853601,Health Insurance
14420241,3924121,Car Insurance
84346717,60104263,House Insurance
72211246,33219957,Car Insurance
34482436,29362009,Health Insurance
13029598,15243229,Health Insurance
98704656,424303,Car Insurance
75521454,81067301,Car Insurance
96781097,8415780,Health Insurance
14215334,18092,Health Insurance
40018013,39350173,Car Insurance
18824188,88067630,Health Insurance
34282732,81886608,Health Insurance
48050438,54950718,Health Insurance
69764026,70684397,Car Insurance
92724172,85379718,Health Insurance
3359947,13969595,House Insurance
72005941,8780213,House Insurance
4631006,37021429,House Insurance
69995529,54159142,Car Insurance
12036533,76410454,House Insurance
95234069,86653304,House Insurance
97532450,59075271,House Insurance
76529374,65118033,House Insurance
46377518,35810119,Health Insurance
96095379,1815955,House Insurance
26361941,53406815,Car Insurance
45644142,6673366,House Insurance
92757662,22147963,Car Insurance
81974809,85026423,Health Insurance
9140235,2902939,Health Insurance
43479038,25046778,Health Insurance
59752318,62933439,Health Insurance
72748888,16360201,House Insurance
44022655,27465301,House Insurance
55306483,49847303,House Insurance
32396945,84737208,Health Insurance
35388795,6386382,Health Insurance
75286517,51212672,House Insurance
65174665,65086867,Health Insurance
23335536,60819850,House Insurance
47722983,9319236,Health Insurance
440502,64571723,House Insurance
2488225,13571518,Car Insurance
43038986,46374693,Car Insurance
24058587,70959652,Health Insurance
98644730,79549958,Car Insurance
71952841,72112923,Car Insurance
26063641,83332034,Health Insurance
24123447,36005956,House Insurance
73774799,3628392,Health Insurance
21589959,12763659,Car Insurance
57387485,92731294,House Insurance
63331530,67886286,House Insurance
74786093,49358011,Car Insurance
45877107,77704980,House Insurance
23299546,11850992,Car Insurance
85935454,26437415,House Insurance
32143564,6770095,House Insurance
49857216,30644215,Health Insurance
58697484,49190312,Car Insurance
641360,34457443,Health Insurance
94516745,62473471,House Insurance
45853808,7766336,Car Insurance
6754867,11857514,Car Insurance
79084602,93417326,Car Insurance
14561666,16046709,House Insurance
85763221,21312777,House Insurance
91136418,36013390,House Insurance
84820599,30389522,House Insurance
64290536,58755528,Car Insurance
72988209,32951662,Health Insurance
10436389,36433776,Car Insurance
79188269,60690115,Car Insurance
62237482,24493279,Car Insurance
58414072,14313352,Health Insurance
68245609,71908056,Car Insurance
2314932,67781034,Health Insurance
39265679,51252720,Car Insurance
38043857,39057908,Car Insurance
12704993,32363806,Car Insurance
11799541,31949395,Health Insurance
25937012,26763320,Car Insurance
45515877,65447202,Health Insurance
19925150,94800089,Car Insurance
14348982,765304,House Insurance
9043885,94984373,Car Insurance
40811341,59216319,Car Insurance
18871811,31211565,Car Insurance
32900126,909605,Health Insurance
79571050,11666932,Health Insurance
94035986,37788473,Car Insurance
46534380,69855578,Health Insurance
96599313,12865839,House Insurance
29175454,75061654,House Insurance
69762010,49800502,Car Insurance
8888207,4548850,Car Insurance
48835824,21770117,House Insurance
26730480,66649546,Health Insurance
90901108,8451793,Health Insurance
54319684,67594231,Health Insurance
99242782,51120612,House Insurance
39330138,16582263,House Insurance
58181759,54419814,Car Insurance
19892219,7752921,House Insurance
25652226,95063878,Health Insurance
2363441,57771239,Car Insurance
66163437,46571912,Car Insurance
16986535,77235591,House Insurance
66242406,19269245,House Insurance
15043946,23748,House Insurance
36997980,59331488,House Insurance
53199137,5417260,House Insurance
65330870,23665910,Health Insurance
71929668,55652850,Health Insurance
14376296,77434935,Car Insurance
67582248,12690132,Health Insurance
33763983,29782018,Car Insurance
36126637,82881824,Car Insurance
55658603,33879770,Car Insurance
95591970,44572421,Health Insurance
5024465,91982312,House Insurance
91710885,85246812,Car Insurance
43499460,98478037,Car Insurance
68914609,86544149,Health Insurance
48267003,24556470,Car Insurance
81492940,56403607,House Insurance
42589132,89930619,House Insurance
31524071,57009555,Health Insurance
26855324,16910204,Car Insurance
8611981,17075747,Health Insurance
54667278,19101747,Health Insurance
47706194,48429901,Car Insurance
16887144,47127064,Car Insurance
11415136,79528884,Health Insurance
46766456,82307285,Health Insurance
48040291,75653403,House Insurance
89398665,4165610,Car Insurance
26109113,39263042,House Insurance
21868288,54252311,House Insurance
88042230,56759101,Health Insurance
3712220,16759846,House Insurance
10146782,94497752,House Insurance
79059817,62048862,Health Insurance
26001301,75887329,Car Insurance
96231428,53144076,Health Insurance
93148166,11060830,Health Insurance
92117456,94491165,House Insurance
82798988,30221928,House Insurance
15950902,79941220,Car Insurance
53226235,24476126,Car Insurance
30177566,59504095,Health Insurance
2440441,55099863,Health Insurance
36626388,65730819,Health Insurance
46153767,39209025,Car Insurance
95334622,30999288,House Insurance
14635331,24705662,Health Insurance
24039671,57437804,Health Insurance
8111888,25968431,House Insurance
34544972,11475075,Health Insurance
81265923,77094654,Health Insurance
64985918,39416215,House Insurance
92645759,30773757,Car Insurance
3689935,60817905,Car Insurance
52822280,3494256,Health Insurance
13731404,29439481,Health Insurance
18281751,41700277,House Insurance
41720550,32949131,Car Insurance
20243251,40714511,Car Insurance
67125997,33592690,Health Insurance
50593232,48230943,House Insurance
61883326,66875078,Car Insurance
17467214,43586706,Car Insurance
77819840,42131594,House Insurance
49587776,60675488,Car Insurance
15839329,40148007,Health Insurance
69596517,10380384,House Insurance
61903515,64116885,Car Insurance
79758398,43912312,Health Insurance
26979678,8550413,Health Insurance
95419864,66825192,House Insurance
63895985,34018726,Health Insurance
42487925,96801859,Car Insurance
69729874,52927027,Health Insurance
84718295,31763837,House Insurance
78570669,26275889,Health Insurance
77927511,63409330,Car Insurance
8697209,87012278,House Insurance
3346104,75594782,Health Insurance
49813783,35498227,Health Insurance
86411895,99760009,House Insurance
3143911,26167216,House Insurance
35617557,5730790,Car Insurance
89834103,71805419,Car Insurance
28383804,27523168,Health Insurance
89863535,48041319,Car Insurance
65166372,80151101,Car Insurance
16614098,48904309,House Insurance
86109875,92499883,Health Insurance
52492170,15561726,Car Insurance
42428019,60611493,House Insurance
83000343,12401799,House Insurance
61101248,2680868,Car Insurance
49151464,64778289,House Insurance
61980651,32838347,Car Insurance
12071544,91642308,Health Insurance
33335399,21966358,Health Insurance
58637620,92047221,Car Insurance
42249701,83740668,Health Insurance
23222959,52690573,Car Insurance
57759158,71385234,Car Insurance
64314433,79640229,House Insurance
70797852,52953538,Car Insurance
61451715,39548066,Health Insurance
20217962,24604724,Car Insurance
12703044,18607309,House Insurance
24794156,69699106,Health Insurance
39109405,20924962,House Insurance
99798102,80031870,House Insurance
62148000,9492954,Health Insurance
18450225,2762598,Car Insurance
6783811,94797137,Car Insurance
58302887,58240892,House Insurance
18594066,50379340,Car Insurance
43270642,75218027,Health Insurance
9616474,78850358,House Insurance
26002915,99833274,House Insurance
40615445,31054245,Car Insurance
38279170,24444069,Health Insurance
33283984,871449,Car Insurance
95871714,91422583,House Insurance
79829999,97125211,House Insurance
86014654,89957523,Car Insurance
44698533,54977123,Car Insurance
84758501,49475554,Car Insurance
78358170,70585044,Car Insurance
76878153,57236229,Health Insurance
87283586,37378392,Health Insurance
3777238,13604166,House Insurance
24029968,38339355,Car Insurance
74677038,27571530,Health Insurance
73077593,31664830,House Insurance
53479030,2881216,House Insurance
87031573,18625061,Car Insurance
36812315,70804548,Car Insurance
20433383,84513973,Health Insurance
2892276,76487330,Health Insurance
19085362,22551037,House Insurance
78480081,54397297,House Insurance
24401312,25678622,Car Insurance
50282601,81944366,Car Insurance
43404341,66758452,House Insurance
88919963,67963291,Health Insurance
99953793,91189658,House Insurance
68599720,3138856,Health Insurance
79725482,62128736,Health Insurance
97538213,88165029,House Insurance
18529260,77860079,House Insurance
61578308,18893487,House Insurance
43212572,58035348,House Insurance
9013182,99532137,Health Insurance
94485376,31595227,House Insurance
81871199,70198134,Health Insurance
37576569,34541632,House Insurance
44502409,67934070,Car Insurance
96904480,63989467,Car Insurance
71410420,28265760,Car Insurance
57264460,18550798,Car Insurance
99687572,73891718,Car Insurance
62919814,94866378,Health Insurance
91041845,83830137,Car Insurance
73165621,35856881,Health Insurance
69397119,49560558,House Insurance
71723825,45004026,House Insurance
84274197,6802860,Health Insurance
52209787,11040066,House Insurance
35533849,2460302,House Insurance
42082966,83256670,Health Insurance
38402004,96595355,Car Insurance
82618996,55867946,Health Insurance
12793970,26697838,Car Insurance
51628381,98146494,House Insurance
37979216,64156081,Health Insurance
42410574,50767147,House Insurance
72369947,85517670,House Insurance
46477722,34145091,House Insurance
23855589,41764872,Car Insurance
74814105,66032842,House Insurance
89933332,79190845,Health Insurance
61382219,55522930,Health Insurance
9819541,67952971,Car Insurance
62795046,68113335,Car Insurance
81982493,58590671,House Insurance
10660721,90526195,House Insurance
74334985,37463897,Health Insurance
58172579,60658633,House Insurance
44595657,75749075,Car Insurance
5864578,35462628,House Insurance
7809643,59119608,Health Insurance
9850925,32452540,Health Insurance
58121548,26221038,Health Insurance
43349517,91818315,House Insurance
74167440,32833420,Car Insurance
7998302,83281604,Health Insurance
16782817,86629604,House Insurance
82743184,74405679,House Insurance
45470098,87835027,Car Insurance
67997501,41991181,Car Insurance
96340420,38593006,House Insurance
50397295,34011819,Car Insurance
60698142,35325677,Health Insurance
99891825,56922161,House Insurance
22947031,33592690,House Insurance
7148801,11290507,House Insurance
6602624,96284948,Health Insurance
66284367,15804454,Car Insurance
23339523,33042704,Car Insurance
22087014,31937022,Health Insurance
41653230,80106303,Car Insurance
8853377,52776146,Health Insurance
2314607,24140316,House Insurance
30338576,42741039,House Insurance
38532502,7090746,Car Insurance
97767282,2883117,House Insurance
16260827,17369147,Car Insurance
47784269,34311487,House Insurance
3777513,22313414,House Insurance
79160514,86175378,House Insurance
38831804,47933433,Car Insurance
21705819,43048205,House Insurance
9105228,63727010,House Insurance
77434594,80088530,House Insurance
93196692,56951244,House Insurance
81079408,28916115,Health Insurance
96239628,58769081,House Insurance
39930514,44166111,House Insurance
6595024,84529734,House Insurance
26269284,54638938,House Insurance
58603563,60106942,House Insurance
35859563,57047349,House Insurance
27814818,31479174,Car Insurance
81229832,43118407,Car Insurance
56698739,97520829,House Insurance
76919657,33058559,House Insurance
16733063,5674924,House Insurance
31044072,24340510,House Insurance
18537048,61578798,Health Insurance
18139809,26815891,Health Insurance
88385946,23674935,Health Insurance
78677939,71571690,House Insurance
57814077,57872145,Car Insurance
83719991,86890011,Car Insurance
62088578,58334777,Health Insurance
91725600,9524371,House Insurance
41890819,93105585,House Insurance
15974883,99348790,House Insurance
30953231,66077221,House Insurance
88981250,15618401,House Insurance
70305043,68775979,Health Insurance
8725215,65161430,House Insurance
9413271,55436912,House Insurance
31504316,41436227,House Insurance
63748045,57349308,Health Insurance
97115784,58747835,Car Insurance
24905773,22928786,Health Insurance
85179306,1241962,House Insurance
61831729,48283819,House Insurance
70107960,83831371,House Insurance
80053560,32870639,Car Insurance
8798874,36567802,Car Insurance
36064088,97530110,House Insurance
82736860,64949345,Car Insurance
97833300,29754858,Car Insurance
55036018,96695689,Car Insurance
35791250,72105533,House Insurance
21439741,62019732,House Insurance
4843554,62810702,House Insurance
15722942,98514685,Health Insurance
13801273,24980647,House Insurance
5601853,46463952,Health Insurance
81232769,14222168,Health Insurance
11339247,8305286,Health Insurance
95368865,60012041,Health Insurance
30008098,76957240,House Insurance
37167250,6966773,Health Insurance
91092871,76582790,House Insurance
95530513,93717219,House Insurance
82987857,80380803,Health Insurance
75277058,2636742,House Insurance
22819405,25775892,Health Insurance
73564454,69664096,Car Insurance
1308279,6020287,Health Insurance
53873520,71495064,Car Insurance
21234708,90652468,House Insurance
97401742,77478966,House Insurance
21525045,15749268,Car Insurance
88737256,83745795,Car Insurance
69665538,3859086,Health Insurance
43009504,33110728,Car Insurance
88744070,70131631,Health Insurance
91053858,2253800,Health Insurance
50519569,70393738,Car Insurance
87037477,9397209,House Insurance
64884077,89893951,Car Insurance
22833990,94673175,Health Insurance
40484743,8703704,House Insurance
42808487,8113566,Health Insurance
67189787,47186572,Health Insurance
95939565,29108353,Health Insurance
78943804,64525899,House Insurance
90513932,24119673,House Insurance
13725986,24178978,Health Insurance
84293331,17205508,Car Insurance
65867405,88736266,Health Insurance
17845949,53929690,House Insurance
8879415,67355581,Car Insurance
7997611,97532008,House Insurance
49175861,17485144,House Insurance
54456844,39137696,Health Insurance
24609749,76697414,House Insurance
36444422,52907661,Car Insurance
2388977,33129464,House Insurance
66240504,36105410,Car Insurance
8627127,88743092,House Insurance
229113,22027844,Car Insurance
17249579,605657,House Insurance
55412430,76369087,House Insurance
37181374,58220931,House Insurance
99690399,26848430,House Insurance
95170561,24782521,House Insurance
65383307,2983126,Health Insurance
58584377,24473077,House Insurance
50760643,9740142,House Insurance
74136739,88493898,Car Insurance
22879904,98165661,Car Insurance
53516393,92338816,House Insurance
58218409,58206365,House Insurance
67954616,208191,Health Insurance
57266520,63007655,House Insurance
83422855,29153316,Car Insurance
63149316,49388583,House Insurance
11454889,6160403,Car Insurance
85761648,19388542,Car Insurance
48395144,14425949,House Insurance
13315715,31420324,Car Insurance
65859944,73876179,Car Insurance
59551097,65398919,Health Insurance
798413,48049110,Car Insurance
39574045,29044562,Car Insurance
89782113,60206906,Health Insurance
83242668,62770368,House Insurance
94478241,57254998,Car Insurance
42471884,88910583,Health Insurance
95555173,93119850,Health Insurance
39661462,30251347,Car Insurance
64973486,88045508,Car Insurance
68862752,9073359,House Insurance
99516690,44360896,Car Insurance
43852392,95037789,Health Insurance
50161996,17262973,Health Insurance
92465511,77368381,House Insurance
84851141,29594236,Car Insurance
85480300,99339055,Car Insurance
89093416,3984534,House Insurance
78474477,77242102,Health Insurance
36794949,5235581,Car Insurance
90868773,42457097,House Insurance
75550784,53942435,House Insurance
4085813,71160792,Car Insurance
64294316,15391371,House Insurance
84573737,88242221,Car Insurance
25896062,30601672,Car Insurance
18639732,90496781,Car Insurance
45049037,59001135,Car Insurance
43782778,42500505,Health Insurance
28264019,59123449,Car Insurance
97180206,67739256,Health Insurance
55802603,89331785,Health Insurance
79303055,21496940,Car Insurance
12543406,33406404,Car Insurance
71079554,82001028,House Insurance
86677245,57437804,Health Insurance
70505003,37853924,Health Insurance
91462661,27972234,Car Insurance
88354648,98802707,House Insurance
41695646,967584,House Insurance
25015947,91968859,Health Insurance
39613821,52306438,House Insurance
81851569,54977334,Car Insurance
1092490,25815361,House Insurance
29325532,24602370,House Insurance
43171841,84551955,Health Insurance
66015694,78189323,Health Insurance
84343263,47416078,Health Insurance
8091579,569156,House Insurance
89585226,27070220,House Insurance
97229031,30573836,Car Insurance
90538492,58279941,Health Insurance
11144053,1885263,Health Insurance
53269824,56932227,Health Insurance
88616373,56707327,Health Insurance
28047304,79346349,Health Insurance
69692504,77490299,Car Insurance
8226508,12420574,House Insurance
54809004,68598296,House Insurance
95588314,90759933,Health Insurance
26314428,13719493,House Insurance
73759529,61476822,House Insurance
6402202,72593334,Car Insurance
30484329,98632764,House Insurance
47848805,22270844,House Insurance
68476232,29687865,Car Insurance
61864264,1941121,Car Insurance
50739352,75205316,Car Insurance
38203131,88179754,Health Insurance
84341433,42621921,Car Insurance
59967033,2608407,Car Insurance
73853411,44944454,House Insurance
88713193,6752016,House Insurance
45550323,55755679,Car Insurance
7937086,66639611,Car Insurance
37448396,99717935,Health Insurance
97720443,87836592,Health Insurance
94285433,4086921,Car Insurance
40801272,91394101,Car Insurance
67870720,3965830,Health Insurance
77219679,93014834,Car Insurance
6399320,36285114,Car Insurance
34239410,30788213,House Insurance
86024994,69577911,Health Insurance
97478389,58981761,House Insurance
61385983,867248,House Insurance
36698573,63893041,Car Insurance
75848495,84422900,House Insurance
45378259,24304284,House Insurance
68393330,35634245,Car Insurance
62054597,48722774,Car Insurance
67057211,35303876,House Insurance
51763635,34946401,Car Insurance
42678448,68563121,House Insurance
12953013,89709048,Car Insurance
12025890,78508117,Car Insurance
68254278,24313874,Car Insurance
95737846,1448478,Health Insurance
85588533,57351095,Car Insurance
78199052,89240096,House Insurance
13719144,44902914,Health Insurance
14348548,11152959,House Insurance
31290855,13798549,House Insurance
60593339,1474763,Health Insurance
82860448,44366899,Health Insurance
7672950,24966252,House Insurance
1860869,35802153,House Insurance
96526202,64587135,House Insurance
85576501,47179268,Car Insurance
79666675,93055327,Health Insurance
98033755,86266518,Health Insurance
91184823,3644820,Car Insurance
92754539,85420450,Car Insurance
16110501,36285164,Car Insurance
82817079,34928869,Health Insurance
19324200,32873437,Car Insurance
87751347,43197525,House Insurance
15333627,70206519,Car Insurance
35324473,37552533,Health Insurance
21494536,98136987,Health Insurance
47851284,36923144,House Insurance
85658054,18924625,Health Insurance
5725266,18718057,Car Insurance
38796989,12188574,Car Insurance
58143357,38430180,House Insurance
35253962,56357438,Car Insurance
9291710,48874276,Health Insurance
26334295,97478718,Health Insurance
6975770,13804571,Car Insurance
44864655,16194729,Health Insurance
63945051,25396384,House Insurance
66741733,29981115,House Insurance
28923261,41157455,House Insurance
20942654,90680305,Car Insurance
82859152,4139743,Car Insurance
85671629,91371428,Car Insurance
17583947,84557199,Health Insurance
50045088,76418447,House Insurance
24657688,11689972,House Insurance
8278516,63500877,House Insurance
76231734,14332834,House Insurance
55889546,90114278,House Insurance
30873403,48135572,House Insurance
13282999,57953147,Car Insurance
39502666,29878363,House Insurance
41667989,13044110,House Insurance
49021392,8030484,House Insurance
98790898,67210250,Health Insurance
83819092,24333985,House Insurance
29551010,71391918,Health Insurance
93466688,20089180,Car Insurance
68039535,61598387,Car Insurance
41246221,66041134,Car Insurance
98009406,40454385,Health Insurance
34903517,21969879,House Insurance
82374331,46628050,Car Insurance
68526699,79840,Health Insurance
8392528,97407579,House Insurance
5522314,17869483,Car Insurance
77691506,11396871,Car Insurance
70174877,42951427,Health Insurance
67417939,8276263,Health Insurance
52052338,75185829,House Insurance
84118872,96086711,Health Insurance
77851165,73966286,House Insurance
35601043,58713565,Car Insurance
36854765,48087926,House Insurance
44491933,94557202,Health Insurance
98558133,35040261,House Insurance
75641955,74412811,House Insurance
46074948,80153961,Health Insurance
94420729,8090045,Car Insurance
10597722,57015364,House Insurance
76795069,73781923,House Insurance
52952433,37396782,House Insurance
54752942,30561801,Health Insurance
63883720,397431,Health Insurance
